timestamp,buyer,seller,symbol,currency,price,quantity,day,source_file,bid_price_1,ask_price_1,mid_price,spread,aggressor_side,signed_qty
24000,,,TOMATOES,XIRECS,5001.0,5,-2,trades_round_0_day_-2.csv,4987,5001,4994.0,14,buy,5
27300,,,TOMATOES,XIRECS,4988.0,5,-2,trades_round_0_day_-2.csv,4988,5001,4994.5,13,sell,-5
32700,,,TOMATOES,XIRECS,5004.0,3,-2,trades_round_0_day_-2.csv,4990,5004,4997.0,14,buy,3
35600,,,EMERALDS,XIRECS,9992.0,5,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-5
38300,,,EMERALDS,XIRECS,10008.0,4,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,4
38800,,,EMERALDS,XIRECS,9992.0,6,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-6
39000,,,TOMATOES,XIRECS,5005.0,5,-2,trades_round_0_day_-2.csv,4991,5005,4998.0,14,buy,5
41700,,,TOMATOES,XIRECS,4989.0,2,-2,trades_round_0_day_-2.csv,4989,5002,4995.5,13,sell,-2
42100,,,EMERALDS,XIRECS,10008.0,8,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,8
43200,,,TOMATOES,XIRECS,4991.0,3,-2,trades_round_0_day_-2.csv,4991,5004,4997.5,13,sell,-3
45700,,,EMERALDS,XIRECS,10008.0,4,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,4
47000,,,EMERALDS,XIRECS,10008.0,4,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,4
51500,,,TOMATOES,XIRECS,4998.0,2,-2,trades_round_0_day_-2.csv,4998,5012,5005.0,14,sell,-2
53500,,,EMERALDS,XIRECS,9992.0,6,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-6
62900,,,EMERALDS,XIRECS,10008.0,5,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,5
65000,,,TOMATOES,XIRECS,5017.0,5,-2,trades_round_0_day_-2.csv,5003,5017,5010.0,14,buy,5
65500,,,EMERALDS,XIRECS,9992.0,5,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-5
67000,,,TOMATOES,XIRECS,5020.0,5,-2,trades_round_0_day_-2.csv,5006,5020,5013.0,14,buy,5
68300,,,TOMATOES,XIRECS,5021.0,2,-2,trades_round_0_day_-2.csv,5008,5021,5014.5,13,buy,2
68700,,,TOMATOES,XIRECS,5020.0,4,-2,trades_round_0_day_-2.csv,5007,5020,5013.5,13,buy,4
69000,,,TOMATOES,XIRECS,5005.0,5,-2,trades_round_0_day_-2.csv,5005,5019,5012.0,14,sell,-5
73400,,,TOMATOES,XIRECS,5022.0,5,-2,trades_round_0_day_-2.csv,5008,5022,5015.0,14,buy,5
84300,,,EMERALDS,XIRECS,9992.0,8,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-8
91000,,,EMERALDS,XIRECS,10008.0,3,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,3
92800,,,EMERALDS,XIRECS,9992.0,6,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-6
93000,,,TOMATOES,XIRECS,5011.0,5,-2,trades_round_0_day_-2.csv,5011,5024,5017.5,13,sell,-5
93300,,,TOMATOES,XIRECS,5010.0,3,-2,trades_round_0_day_-2.csv,5010,5024,5017.0,14,sell,-3
98800,,,TOMATOES,XIRECS,5024.0,3,-2,trades_round_0_day_-2.csv,5010,5024,5017.0,14,buy,3
99600,,,TOMATOES,XIRECS,5024.0,4,-2,trades_round_0_day_-2.csv,5011,5024,5017.5,13,buy,4
103000,,,TOMATOES,XIRECS,5013.0,3,-2,trades_round_0_day_-2.csv,5013,5026,5019.5,13,sell,-3
104300,,,EMERALDS,XIRECS,10008.0,6,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,6
104600,,,TOMATOES,XIRECS,5012.0,3,-2,trades_round_0_day_-2.csv,5012,5026,5019.0,14,sell,-3
111900,,,EMERALDS,XIRECS,9992.0,7,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-7
112000,,,TOMATOES,XIRECS,5016.0,5,-2,trades_round_0_day_-2.csv,5016,5024,5020.0,8,sell,-5
114400,,,TOMATOES,XIRECS,5014.0,2,-2,trades_round_0_day_-2.csv,5014,5028,5021.0,14,sell,-2
115300,,,TOMATOES,XIRECS,5013.0,4,-2,trades_round_0_day_-2.csv,5013,5026,5019.5,13,sell,-4
115500,,,TOMATOES,XIRECS,5025.0,3,-2,trades_round_0_day_-2.csv,5011,5025,5018.0,14,buy,3
116900,,,TOMATOES,XIRECS,5017.0,3,-2,trades_round_0_day_-2.csv,5010,5017,5013.5,7,buy,3
117800,,,TOMATOES,XIRECS,5018.0,3,-2,trades_round_0_day_-2.csv,5011,5018,5014.5,7,buy,3
119100,,,TOMATOES,XIRECS,5024.0,5,-2,trades_round_0_day_-2.csv,5010,5024,5017.0,14,buy,5
120700,,,EMERALDS,XIRECS,9992.0,8,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-8
120700,,,TOMATOES,XIRECS,5024.0,2,-2,trades_round_0_day_-2.csv,5010,5024,5017.0,14,buy,2
121200,,,TOMATOES,XIRECS,5011.0,5,-2,trades_round_0_day_-2.csv,5011,5016,5013.5,5,sell,-5
121800,,,TOMATOES,XIRECS,5027.0,4,-2,trades_round_0_day_-2.csv,5013,5027,5020.0,14,buy,4
122400,,,TOMATOES,XIRECS,5029.0,5,-2,trades_round_0_day_-2.csv,5015,5029,5022.0,14,buy,5
123000,,,EMERALDS,XIRECS,9992.0,8,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-8
125300,,,TOMATOES,XIRECS,5012.0,4,-2,trades_round_0_day_-2.csv,5012,5025,5018.5,13,sell,-4
125900,,,EMERALDS,XIRECS,9992.0,4,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-4
127200,,,EMERALDS,XIRECS,10008.0,7,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,7
127400,,,TOMATOES,XIRECS,5011.0,2,-2,trades_round_0_day_-2.csv,5011,5024,5017.5,13,sell,-2
129700,,,EMERALDS,XIRECS,9992.0,3,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-3
131400,,,TOMATOES,XIRECS,5020.0,2,-2,trades_round_0_day_-2.csv,5006,5020,5013.0,14,buy,2
131900,,,TOMATOES,XIRECS,5019.0,2,-2,trades_round_0_day_-2.csv,5006,5019,5012.5,13,buy,2
132600,,,EMERALDS,XIRECS,10008.0,5,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,5
133800,,,TOMATOES,XIRECS,5016.0,2,-2,trades_round_0_day_-2.csv,5003,5016,5009.5,13,buy,2
137000,,,TOMATOES,XIRECS,5003.0,4,-2,trades_round_0_day_-2.csv,5003,5016,5009.5,13,sell,-4
139800,,,TOMATOES,XIRECS,5014.0,3,-2,trades_round_0_day_-2.csv,5000,5014,5007.0,14,buy,3
140400,,,EMERALDS,XIRECS,10008.0,8,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,8
140600,,,EMERALDS,XIRECS,9992.0,5,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-5
143400,,,TOMATOES,XIRECS,5000.0,2,-2,trades_round_0_day_-2.csv,5000,5013,5006.5,13,sell,-2
143800,,,EMERALDS,XIRECS,10008.0,5,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,5
147200,,,TOMATOES,XIRECS,5009.0,4,-2,trades_round_0_day_-2.csv,4995,5009,5002.0,14,buy,4
147600,,,TOMATOES,XIRECS,5008.0,4,-2,trades_round_0_day_-2.csv,4995,5008,5001.5,13,buy,4
149200,,,EMERALDS,XIRECS,9992.0,8,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-8
153300,,,TOMATOES,XIRECS,4996.0,3,-2,trades_round_0_day_-2.csv,4996,5010,5003.0,14,sell,-3
156400,,,EMERALDS,XIRECS,9992.0,6,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-6
157200,,,TOMATOES,XIRECS,5007.0,3,-2,trades_round_0_day_-2.csv,4993,5007,5000.0,14,buy,3
158700,,,TOMATOES,XIRECS,4991.0,2,-2,trades_round_0_day_-2.csv,4991,5004,4997.5,13,sell,-2
159600,,,EMERALDS,XIRECS,9992.0,8,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-8
159700,,,EMERALDS,XIRECS,10008.0,8,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,8
159900,,,EMERALDS,XIRECS,10008.0,8,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,8
164000,,,EMERALDS,XIRECS,9992.0,3,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-3
164200,,,TOMATOES,XIRECS,4988.0,5,-2,trades_round_0_day_-2.csv,4988,5001,4994.5,13,sell,-5
165500,,,TOMATOES,XIRECS,4991.0,3,-2,trades_round_0_day_-2.csv,4991,5004,4997.5,13,sell,-3
165700,,,TOMATOES,XIRECS,4990.0,3,-2,trades_round_0_day_-2.csv,4990,5004,4997.0,14,sell,-3
167200,,,TOMATOES,XIRECS,4992.0,2,-2,trades_round_0_day_-2.csv,4992,5006,4999.0,14,sell,-2
168900,,,TOMATOES,XIRECS,5006.0,2,-2,trades_round_0_day_-2.csv,4992,5006,4999.0,14,buy,2
174400,,,TOMATOES,XIRECS,4991.0,5,-2,trades_round_0_day_-2.csv,4991,4998,4994.5,7,sell,-5
175800,,,TOMATOES,XIRECS,5001.0,5,-2,trades_round_0_day_-2.csv,4987,5001,4994.0,14,buy,5
177100,,,TOMATOES,XIRECS,4988.0,3,-2,trades_round_0_day_-2.csv,4988,5001,4994.5,13,sell,-3
178600,,,EMERALDS,XIRECS,9992.0,5,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-5
179200,,,TOMATOES,XIRECS,5000.0,2,-2,trades_round_0_day_-2.csv,4994,5000,4997.0,6,buy,2
179400,,,TOMATOES,XIRECS,5000.0,2,-2,trades_round_0_day_-2.csv,4987,5000,4993.5,13,buy,2
182800,,,TOMATOES,XIRECS,5001.0,5,-2,trades_round_0_day_-2.csv,4988,5001,4994.5,13,buy,5
183100,,,TOMATOES,XIRECS,4986.0,2,-2,trades_round_0_day_-2.csv,4986,5000,4993.0,14,sell,-2
183700,,,TOMATOES,XIRECS,4986.0,4,-2,trades_round_0_day_-2.csv,4986,5000,4993.0,14,sell,-4
183900,,,TOMATOES,XIRECS,5000.0,2,-2,trades_round_0_day_-2.csv,4986,5000,4993.0,14,buy,2
184800,,,TOMATOES,XIRECS,4991.0,2,-2,trades_round_0_day_-2.csv,4986,4991,4988.5,5,buy,2
185200,,,TOMATOES,XIRECS,4985.0,4,-2,trades_round_0_day_-2.csv,4985,4998,4991.5,13,sell,-4
187600,,,TOMATOES,XIRECS,4989.0,4,-2,trades_round_0_day_-2.csv,4989,5003,4996.0,14,sell,-4
188000,,,TOMATOES,XIRECS,5002.0,3,-2,trades_round_0_day_-2.csv,4989,5002,4995.5,13,buy,3
191400,,,TOMATOES,XIRECS,5003.0,5,-2,trades_round_0_day_-2.csv,4989,5003,4996.0,14,buy,5
192400,,,TOMATOES,XIRECS,4991.0,5,-2,trades_round_0_day_-2.csv,4991,5004,4997.5,13,sell,-5
192900,,,EMERALDS,XIRECS,10008.0,8,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,8
193400,,,TOMATOES,XIRECS,5005.0,2,-2,trades_round_0_day_-2.csv,4991,5005,4998.0,14,buy,2
193500,,,TOMATOES,XIRECS,4991.0,3,-2,trades_round_0_day_-2.csv,4991,5004,4997.5,13,sell,-3
193700,,,EMERALDS,XIRECS,9992.0,5,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-5
194100,,,EMERALDS,XIRECS,9992.0,5,-2,trades_round_0_day_-2.csv,9992,10000,9996.0,8,sell,-5
197100,,,TOMATOES,XIRECS,4991.0,3,-2,trades_round_0_day_-2.csv,4991,5005,4998.0,14,sell,-3
202400,,,TOMATOES,XIRECS,4993.0,5,-2,trades_round_0_day_-2.csv,4993,5007,5000.0,14,sell,-5
203900,,,TOMATOES,XIRECS,5007.0,5,-2,trades_round_0_day_-2.csv,4994,5007,5000.5,13,buy,5
204100,,,TOMATOES,XIRECS,5007.0,3,-2,trades_round_0_day_-2.csv,4994,5007,5000.5,13,buy,3
207600,,,EMERALDS,XIRECS,10008.0,3,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,3
209300,,,EMERALDS,XIRECS,10000.0,3,-2,trades_round_0_day_-2.csv,9992,10000,9996.0,8,buy,3
209300,,,TOMATOES,XIRECS,4996.0,4,-2,trades_round_0_day_-2.csv,4996,5009,5002.5,13,sell,-4
209600,,,TOMATOES,XIRECS,4995.0,2,-2,trades_round_0_day_-2.csv,4995,5009,5002.0,14,sell,-2
209900,,,EMERALDS,XIRECS,9992.0,8,-2,trades_round_0_day_-2.csv,9992,10000,9996.0,8,sell,-8
210200,,,TOMATOES,XIRECS,4995.0,4,-2,trades_round_0_day_-2.csv,4995,5008,5001.5,13,sell,-4
211000,,,TOMATOES,XIRECS,4996.0,4,-2,trades_round_0_day_-2.csv,4996,5009,5002.5,13,sell,-4
211800,,,TOMATOES,XIRECS,5009.0,2,-2,trades_round_0_day_-2.csv,4996,5009,5002.5,13,buy,2
211900,,,EMERALDS,XIRECS,9992.0,6,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-6
211900,,,TOMATOES,XIRECS,4996.0,4,-2,trades_round_0_day_-2.csv,4996,5009,5002.5,13,sell,-4
215200,,,EMERALDS,XIRECS,9992.0,7,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-7
217300,,,EMERALDS,XIRECS,9992.0,3,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-3
217700,,,TOMATOES,XIRECS,5005.0,3,-2,trades_round_0_day_-2.csv,4992,5005,4998.5,13,buy,3
218700,,,TOMATOES,XIRECS,4991.0,4,-2,trades_round_0_day_-2.csv,4991,5004,4997.5,13,sell,-4
225900,,,TOMATOES,XIRECS,5006.0,3,-2,trades_round_0_day_-2.csv,4992,5006,4999.0,14,buy,3
232400,,,EMERALDS,XIRECS,9992.0,5,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-5
233400,,,TOMATOES,XIRECS,5004.0,2,-2,trades_round_0_day_-2.csv,4991,5004,4997.5,13,buy,2
233500,,,TOMATOES,XIRECS,4990.0,2,-2,trades_round_0_day_-2.csv,4990,5004,4997.0,14,sell,-2
233700,,,TOMATOES,XIRECS,4990.0,4,-2,trades_round_0_day_-2.csv,4990,5004,4997.0,14,sell,-4
235100,,,TOMATOES,XIRECS,4991.0,5,-2,trades_round_0_day_-2.csv,4991,5005,4998.0,14,sell,-5
236900,,,EMERALDS,XIRECS,9992.0,6,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-6
243000,,,TOMATOES,XIRECS,4988.0,3,-2,trades_round_0_day_-2.csv,4988,5001,4994.5,13,sell,-3
244200,,,EMERALDS,XIRECS,9992.0,3,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-3
245500,,,TOMATOES,XIRECS,5002.0,5,-2,trades_round_0_day_-2.csv,4989,5002,4995.5,13,buy,5
247400,,,TOMATOES,XIRECS,4991.0,4,-2,trades_round_0_day_-2.csv,4991,5004,4997.5,13,sell,-4
250200,,,TOMATOES,XIRECS,4992.0,3,-2,trades_round_0_day_-2.csv,4992,5005,4998.5,13,sell,-3
255300,,,EMERALDS,XIRECS,9992.0,6,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-6
255800,,,TOMATOES,XIRECS,4997.0,3,-2,trades_round_0_day_-2.csv,4997,5005,5001.0,8,sell,-3
257600,,,TOMATOES,XIRECS,4989.0,2,-2,trades_round_0_day_-2.csv,4989,5002,4995.5,13,sell,-2
258100,,,TOMATOES,XIRECS,5002.0,3,-2,trades_round_0_day_-2.csv,4989,5002,4995.5,13,buy,3
258200,,,TOMATOES,XIRECS,5002.0,4,-2,trades_round_0_day_-2.csv,4988,5002,4995.0,14,buy,4
259000,,,TOMATOES,XIRECS,5001.0,3,-2,trades_round_0_day_-2.csv,4988,5001,4994.5,13,buy,3
259700,,,TOMATOES,XIRECS,4988.0,2,-2,trades_round_0_day_-2.csv,4988,5002,4995.0,14,sell,-2
259900,,,TOMATOES,XIRECS,5002.0,3,-2,trades_round_0_day_-2.csv,4988,5002,4995.0,14,buy,3
260200,,,TOMATOES,XIRECS,4989.0,3,-2,trades_round_0_day_-2.csv,4989,5002,4995.5,13,sell,-3
260800,,,TOMATOES,XIRECS,4989.0,4,-2,trades_round_0_day_-2.csv,4989,5002,4995.5,13,sell,-4
261400,,,EMERALDS,XIRECS,10008.0,3,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,3
263300,,,EMERALDS,XIRECS,9992.0,3,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-3
263400,,,TOMATOES,XIRECS,5004.0,2,-2,trades_round_0_day_-2.csv,4990,5004,4997.0,14,buy,2
263500,,,TOMATOES,XIRECS,4991.0,3,-2,trades_round_0_day_-2.csv,4991,5004,4997.5,13,sell,-3
264200,,,EMERALDS,XIRECS,9992.0,3,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-3
271100,,,EMERALDS,XIRECS,10008.0,3,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,3
272600,,,TOMATOES,XIRECS,5008.0,4,-2,trades_round_0_day_-2.csv,4995,5008,5001.5,13,buy,4
273100,,,EMERALDS,XIRECS,9992.0,6,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-6
274200,,,TOMATOES,XIRECS,5012.0,2,-2,trades_round_0_day_-2.csv,4998,5012,5005.0,14,buy,2
275200,,,TOMATOES,XIRECS,5013.0,2,-2,trades_round_0_day_-2.csv,5000,5013,5006.5,13,buy,2
275500,,,TOMATOES,XIRECS,5013.0,2,-2,trades_round_0_day_-2.csv,4999,5013,5006.0,14,buy,2
276900,,,TOMATOES,XIRECS,4998.0,4,-2,trades_round_0_day_-2.csv,4998,5012,5005.0,14,sell,-4
277700,,,EMERALDS,XIRECS,10000.0,5,-2,trades_round_0_day_-2.csv,10000,10008,10004.0,8,sell,-5
278500,,,EMERALDS,XIRECS,10008.0,5,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,5
280900,,,TOMATOES,XIRECS,5008.0,4,-2,trades_round_0_day_-2.csv,5008,5016,5012.0,8,sell,-4
281200,,,TOMATOES,XIRECS,5016.0,5,-2,trades_round_0_day_-2.csv,5003,5016,5009.5,13,buy,5
282200,,,TOMATOES,XIRECS,5016.0,4,-2,trades_round_0_day_-2.csv,5003,5016,5009.5,13,buy,4
283400,,,TOMATOES,XIRECS,5001.0,5,-2,trades_round_0_day_-2.csv,5001,5015,5008.0,14,sell,-5
286300,,,TOMATOES,XIRECS,5002.0,2,-2,trades_round_0_day_-2.csv,5002,5016,5009.0,14,sell,-2
289600,,,EMERALDS,XIRECS,10008.0,4,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,4
289600,,,TOMATOES,XIRECS,4995.0,3,-2,trades_round_0_day_-2.csv,4995,5009,5002.0,14,sell,-3
292200,,,TOMATOES,XIRECS,5008.0,5,-2,trades_round_0_day_-2.csv,5000,5008,5004.0,8,buy,5
298300,,,TOMATOES,XIRECS,5008.0,3,-2,trades_round_0_day_-2.csv,4994,5008,5001.0,14,buy,3
298800,,,EMERALDS,XIRECS,10008.0,5,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,5
302300,,,EMERALDS,XIRECS,10008.0,5,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,5
305800,,,EMERALDS,XIRECS,10008.0,7,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,7
307300,,,TOMATOES,XIRECS,4998.0,4,-2,trades_round_0_day_-2.csv,4998,5011,5004.5,13,sell,-4
307700,,,EMERALDS,XIRECS,10008.0,4,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,4
308300,,,EMERALDS,XIRECS,9992.0,5,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-5
308400,,,EMERALDS,XIRECS,10008.0,6,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,6
308500,,,EMERALDS,XIRECS,9992.0,4,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-4
311300,,,TOMATOES,XIRECS,4996.0,3,-2,trades_round_0_day_-2.csv,4996,5003,4999.5,7,sell,-3
311600,,,TOMATOES,XIRECS,4996.0,4,-2,trades_round_0_day_-2.csv,4996,5003,4999.5,7,sell,-4
313700,,,TOMATOES,XIRECS,5009.0,4,-2,trades_round_0_day_-2.csv,4995,5009,5002.0,14,buy,4
316800,,,TOMATOES,XIRECS,5010.0,4,-2,trades_round_0_day_-2.csv,4997,5010,5003.5,13,buy,4
322400,,,TOMATOES,XIRECS,5013.0,5,-2,trades_round_0_day_-2.csv,5000,5013,5006.5,13,buy,5
322500,,,TOMATOES,XIRECS,4999.0,3,-2,trades_round_0_day_-2.csv,4999,5013,5006.0,14,sell,-3
324200,,,EMERALDS,XIRECS,9992.0,4,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-4
324400,,,EMERALDS,XIRECS,10008.0,4,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,4
324600,,,EMERALDS,XIRECS,10008.0,6,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,6
325400,,,EMERALDS,XIRECS,9992.0,4,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-4
330500,,,TOMATOES,XIRECS,5006.0,3,-2,trades_round_0_day_-2.csv,5006,5020,5013.0,14,sell,-3
331600,,,EMERALDS,XIRECS,9992.0,6,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-6
332500,,,EMERALDS,XIRECS,9992.0,4,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-4
332500,,,TOMATOES,XIRECS,5007.0,4,-2,trades_round_0_day_-2.csv,5007,5020,5013.5,13,sell,-4
332600,,,TOMATOES,XIRECS,5020.0,4,-2,trades_round_0_day_-2.csv,5007,5020,5013.5,13,buy,4
334400,,,TOMATOES,XIRECS,5021.0,3,-2,trades_round_0_day_-2.csv,5008,5021,5014.5,13,buy,3
335100,,,TOMATOES,XIRECS,5021.0,5,-2,trades_round_0_day_-2.csv,5008,5021,5014.5,13,buy,5
335500,,,EMERALDS,XIRECS,10008.0,4,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,4
337000,,,TOMATOES,XIRECS,5023.0,4,-2,trades_round_0_day_-2.csv,5017,5023,5020.0,6,buy,4
340000,,,TOMATOES,XIRECS,5008.0,4,-2,trades_round_0_day_-2.csv,5008,5022,5015.0,14,sell,-4
342000,,,TOMATOES,XIRECS,5005.0,2,-2,trades_round_0_day_-2.csv,5005,5018,5011.5,13,sell,-2
345300,,,EMERALDS,XIRECS,9992.0,5,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-5
345400,,,TOMATOES,XIRECS,5020.0,5,-2,trades_round_0_day_-2.csv,5011,5020,5015.5,9,buy,5
349400,,,TOMATOES,XIRECS,5007.0,3,-2,trades_round_0_day_-2.csv,5007,5020,5013.5,13,sell,-3
350400,,,EMERALDS,XIRECS,9992.0,3,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-3
351100,,,TOMATOES,XIRECS,5008.0,5,-2,trades_round_0_day_-2.csv,5008,5022,5015.0,14,sell,-5
355700,,,EMERALDS,XIRECS,9992.0,8,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,sell,-8
356100,,,TOMATOES,XIRECS,5024.0,2,-2,trades_round_0_day_-2.csv,5010,5024,5017.0,14,buy,2
357700,,,TOMATOES,XIRECS,5010.0,5,-2,trades_round_0_day_-2.csv,5010,5024,5017.0,14,sell,-5
359800,,,TOMATOES,XIRECS,5010.0,4,-2,trades_round_0_day_-2.csv,5010,5024,5017.0,14,sell,-4
363300,,,EMERALDS,XIRECS,10008.0,6,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,6
367500,,,TOMATOES,XIRECS,5010.0,5,-2,trades_round_0_day_-2.csv,5010,5023,5016.5,13,sell,-5
368900,,,TOMATOES,XIRECS,5008.0,3,-2,trades_round_0_day_-2.csv,5008,5022,5015.0,14,sell,-3
370300,,,TOMATOES,XIRECS,5020.0,5,-2,trades_round_0_day_-2.csv,5006,5020,5013.0,14,buy,5
372000,,,TOMATOES,XIRECS,5008.0,2,-2,trades_round_0_day_-2.csv,5008,5022,5015.0,14,sell,-2
375700,,,TOMATOES,XIRECS,5013.0,5,-2,trades_round_0_day_-2.csv,5013,5020,5016.5,7,sell,-5
376600,,,EMERALDS,XIRECS,10008.0,5,-2,trades_round_0_day_-2.csv,9992,10008,10000.0,16,buy,5
376700,,,TOMATOES,XIRECS,5009.0,2,-2,trades_round_0_day_-2.csv,5009,5022,5015.5,13,sell,-2
380500,,,TOMATOES,XIRECS,5008.0,2,-2,trades_round_0_day_-2.csv,5008,5021,5014.5,13,sell,-2
